match_id,puuid,win,total_minions_killed,surrender,total_damage_dealt_champions,vision_score,time_played,minionsPerMinute,visionScorePerMinute,damageDealtPerMinute
NA1_5263238906,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,True,254,False,45909,30,28,9.07,1.07,1639.61
NA1_5263212460,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,False,177,False,15541,25,26,6.81,0.96,597.73
NA1_5263178582,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,False,233,False,36820,25,32,7.28,0.78,1150.62
NA1_5263159546,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,True,133,True,11781,8,15,8.87,0.53,785.4
NA1_5263125966,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,True,124,True,15014,6,15,8.27,0.4,1000.93
NA1_5263076993,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,True,323,False,50571,35,39,8.28,0.9,1296.69
NA1_5263028660,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,False,224,False,27782,23,31,7.23,0.74,896.19
NA1_5262937331,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,False,183,False,24291,21,24,7.62,0.88,1012.12
NA1_5262899970,cceyLZQy9agglDZRVGQX2xW9VhMjbJhY106gIr3KkpqttpPDoL-cbd-yns_mEm6zEN1YpS-19iVc8w,True,189,False,34532,28,29,6.52,0.97,1190.76
NA1_5273987097,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,52,False,40990,27,37,1.41,0.73,1107.84
NA1_5273341128,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,False,10,False,25693,12,27,0.37,0.44,951.59
NA1_5271918235,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,False,17,True,8543,12,20,0.85,0.6,427.15
NA1_5271827761,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,False,14,True,5170,8,15,0.93,0.53,344.67
NA1_5271571022,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,False,44,False,23488,30,36,1.22,0.83,652.44
NA1_5270454149,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,False,21,False,32163,38,34,0.62,1.12,945.97
NA1_5269223878,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,55,False,34993,29,40,1.38,0.72,874.82
NA1_5268977966,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,39,False,24016,26,29,1.34,0.9,828.14
NA1_5267687558,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,19,False,29285,22,27,0.7,0.81,1084.63
NA1_5267665190,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,31,False,20643,16,24,1.29,0.67,860.12
NA1_5265839260,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,False,42,False,12076,30,28,1.5,1.07,431.29
NA1_5265760910,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,35,False,28173,24,30,1.17,0.8,939.1
NA1_5265719745,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,36,False,26409,47,33,1.09,1.42,800.27
NA1_5264858502,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,False,29,False,11629,10,23,1.26,0.43,505.61
NA1_5264134274,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,22,False,17599,16,26,0.85,0.62,676.88
NA1_5263542962,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,18,False,20086,20,27,0.67,0.74,743.93
NA1_5262092363,Bb79SpPa7Kgp8v4xDIoeWAIxhfQxLEnuQxqHod_BnopMf50ViqfC4OFKimDBeZ02O_-RhSbcncdOyw,True,22,True,23750,21,25,0.88,0.84,950.0
