match_id,puuid,win,total_minions_killed,surrender,total_damage_dealt_champions,vision_score,time_played,minionsPerMinute,visionScorePerMinute,damageDealtPerMinute
NA1_5273402255,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,28,False,10054,11,22,1.27,0.5,457.0
NA1_5273349034,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,True,30,False,27605,19,25,1.2,0.76,1104.2
NA1_5272764334,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,24,False,21577,20,29,0.83,0.69,744.03
NA1_5242180127,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,194,False,10982,10,27,7.19,0.37,406.74
NA1_5242157877,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,16,True,6684,11,20,0.8,0.55,334.2
NA1_5242125808,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,89,False,52039,19,40,2.22,0.48,1300.97
NA1_5242101052,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,21,False,42055,14,27,0.78,0.52,1557.59
NA1_5241977235,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,57,False,30638,11,25,2.28,0.44,1225.52
NA1_5241950552,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,True,5,True,4860,9,15,0.33,0.6,324.0
NA1_5241601233,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,True,39,True,24531,16,25,1.56,0.64,981.24
NA1_5241511649,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,81,False,108081,40,55,1.47,0.73,1965.11
NA1_5241456283,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,True,15,False,18329,10,19,0.79,0.53,964.68
NA1_5241444411,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,True,59,False,33625,13,28,2.11,0.46,1200.89
NA1_5273265027,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,True,240,False,27343,36,37,6.49,0.97,739.0
NA1_5273031930,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,True,231,False,25522,32,32,7.22,1.0,797.56
NA1_5265383837,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,False,217,False,12475,14,29,7.48,0.48,430.17
NA1_5265367711,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,False,193,False,19050,22,29,6.66,0.76,656.9
NA1_5258998114,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,True,201,False,37636,27,35,5.74,0.77,1075.31
NA1_5242483183,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,True,172,True,34369,22,35,4.91,0.63,981.97
NA1_5242476009,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,True,217,False,38429,21,31,7.0,0.68,1239.65
NA1_5242183775,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,False,209,False,25335,20,32,6.53,0.62,791.72
NA1_5242159122,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,False,176,False,20419,14,29,6.07,0.48,704.1
NA1_5242136036,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,True,227,False,16094,29,30,7.57,0.97,536.47
NA1_5241588833,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,False,309,False,37525,49,49,6.31,1.0,765.82
NA1_5241570954,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,False,70,True,4734,6,15,4.67,0.4,315.6
NA1_5241369344,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,False,190,False,18986,21,33,5.76,0.64,575.33
NA1_5241366123,hTmvW-9ODI1rFKjnS40nEFgS91uOSewBo6o5h6mr9LV7S6TinUZy-bt626soLU_q0rE5JhSxMwjnkA,False,128,False,13510,15,23,5.57,0.65,587.39
