match_id,puuid,win,total_minions_killed,surrender,total_damage_dealt_champions,vision_score,time_played,minionsPerMinute,visionScorePerMinute,damageDealtPerMinute
NA1_5273766661,lRlg5EmB1SomgykIuPfTKq-3MSNHB0VFe4w2xDaxbKGtTNZpOhQAWpLEBma3k-GgKAV53SE3dEckIw,False,221,False,10219,18,29,7.62,0.62,352.38
NA1_5264219059,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,28,True,4710,13,20,1.4,0.65,235.5
NA1_5264203059,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,148,False,13791,8,25,5.92,0.32,551.64
NA1_5264183309,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,206,False,25382,10,28,7.36,0.36,906.5
NA1_5264165198,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,True,33,False,14224,24,25,1.32,0.96,568.96
NA1_5263788119,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,True,214,False,18445,20,28,7.64,0.71,658.75
NA1_5263765098,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,True,150,True,12614,10,19,7.89,0.53,663.89
NA1_5263734512,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,True,40,False,15825,23,27,1.48,0.85,586.11
NA1_5263520093,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,207,False,28752,27,31,6.68,0.87,927.48
NA1_5263499904,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,True,183,False,16186,9,24,7.62,0.38,674.42
NA1_5263485833,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,True,191,False,24282,9,27,7.07,0.33,899.33
NA1_5263301439,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,177,True,15197,12,24,7.38,0.5,633.21
NA1_5263289956,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,263,False,22650,19,32,8.22,0.59,707.81
NA1_5263268100,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,179,False,17278,15,27,6.63,0.56,639.93
NA1_5263248397,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,True,174,False,22808,8,27,6.44,0.3,844.74
NA1_5262980536,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,33,True,13579,19,28,1.18,0.68,484.96
NA1_5262946486,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,202,False,6835,25,26,7.77,0.96,262.88
NA1_5262923098,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,True,203,False,20406,24,28,7.25,0.86,728.79
NA1_5262890591,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,152,False,12720,10,27,5.63,0.37,471.11
NA1_5262599506,2cukuhDdpXsW6xBh_yN7WomiepZHAwC6QSpDOErjZgwbuNpdpZTN76tr3UBvzHDN9lzvZocb-4MfxQ,False,227,False,42408,14,37,6.14,0.38,1146.16
NA1_5272514315,lRlg5EmB1SomgykIuPfTKq-3MSNHB0VFe4w2xDaxbKGtTNZpOhQAWpLEBma3k-GgKAV53SE3dEckIw,False,36,False,14749,66,31,1.16,2.13,475.77
NA1_5273456461,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,196,False,26600,13,26,7.54,0.5,1023.08
NA1_5273426310,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,226,False,12836,18,29,7.79,0.62,442.62
NA1_5273334038,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,206,True,25956,12,26,7.92,0.46,998.31
NA1_5273305409,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,False,209,True,14510,14,31,6.74,0.45,468.06
NA1_5273278827,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,244,False,27733,21,32,7.62,0.66,866.66
NA1_5272839717,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,222,False,25084,19,31,7.16,0.61,809.16
NA1_5272806282,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,False,217,False,19781,14,32,6.78,0.44,618.16
NA1_5272728394,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,218,False,34698,13,30,7.27,0.43,1156.6
NA1_5272699833,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,211,False,15374,14,25,8.44,0.56,614.96
NA1_5272230131,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,False,234,False,14391,15,28,8.36,0.54,513.96
NA1_5272201932,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,False,191,True,19631,17,27,7.07,0.63,727.07
NA1_5272159544,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,False,271,False,18568,21,31,8.74,0.68,598.97
NA1_5271892519,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,265,False,25029,17,33,8.03,0.52,758.45
NA1_5271848632,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,207,False,22675,10,32,6.47,0.31,708.59
NA1_5271834981,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,240,False,21102,13,31,7.74,0.42,680.71
NA1_5271820396,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,False,158,True,13013,8,26,6.08,0.31,500.5
NA1_5270808959,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,247,False,27897,14,36,6.86,0.39,774.92
NA1_5270789137,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,False,122,True,5874,6,15,8.13,0.4,391.6
NA1_5270495944,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,221,False,21226,17,27,8.19,0.63,786.15
NA1_5270478111,tdaJM6WE-X7RRuhQmBNd7sOaY5eO6Uypfv0QYWZzzOxZLFrJeQsalu6hRXYXALWyWE4JRG54vMrL2A,True,144,True,11521,8,22,6.55,0.36,523.68
NA1_5273488907,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,129,True,9053,8,19,6.79,0.42,476.47
NA1_5273444310,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,16,True,18819,27,34,0.47,0.79,553.5
NA1_5273411352,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,25,False,21912,13,25,1.0,0.52,876.48
NA1_5273390730,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,5,True,3829,13,15,0.33,0.87,255.27
NA1_5272885586,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,False,123,True,4776,2,19,6.47,0.11,251.37
NA1_5272847480,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,346,False,67525,29,44,7.86,0.66,1534.66
NA1_5271842511,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,False,235,False,22370,4,31,7.58,0.13,721.61
NA1_5271535918,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,13,True,8296,8,15,0.87,0.53,553.07
NA1_5271383250,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,False,157,False,26689,22,33,4.76,0.67,808.76
NA1_5271361836,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,137,True,11433,3,15,9.13,0.2,762.2
NA1_5271333982,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,False,17,True,19768,20,28,0.61,0.71,706.0
NA1_5271237973,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,False,41,False,36171,20,30,1.37,0.67,1205.7
NA1_5271213618,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,False,36,False,16715,31,30,1.2,1.03,557.17
NA1_5271194752,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,14,False,19860,29,27,0.52,1.07,735.56
NA1_5271167007,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,23,False,25661,22,27,0.85,0.81,950.41
NA1_5271140712,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,52,False,41631,21,36,1.44,0.58,1156.42
NA1_5271123380,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,40,False,25176,27,31,1.29,0.87,812.13
NA1_5271111793,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,False,31,False,14709,12,25,1.24,0.48,588.36
NA1_5271089522,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,95,False,31159,32,38,2.5,0.84,819.97
NA1_5271078386,K71y3YLQByzn81FtI8MfEkDrH0_0a1evkV8yaMASqb8dYSRgZTqFKlyKZXUdYcUaA2PrYCn0EVP5JA,True,24,False,16173,13,28,0.86,0.46,577.61
NA1_5273747487,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,11,False,10951,64,32,0.34,2.0,342.22
NA1_5273735798,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,36,False,9199,61,32,1.12,1.91,287.47
NA1_5273722968,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,28,False,6687,96,32,0.88,3.0,208.97
NA1_5271322712,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,210,True,13407,8,27,7.78,0.3,496.56
NA1_5271191095,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,246,False,20110,25,36,6.83,0.69,558.61
NA1_5271100400,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,216,True,26668,14,38,5.68,0.37,701.79
NA1_5270531856,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,45,False,9566,80,37,1.22,2.16,258.54
NA1_5270508876,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,161,False,19953,10,31,5.19,0.32,643.65
NA1_5270484526,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,30,False,17934,104,33,0.91,3.15,543.45
NA1_5270437254,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,190,False,20068,14,29,6.55,0.48,692.0
NA1_5270417641,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,186,False,18423,15,27,6.89,0.56,682.33
NA1_5270401266,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,221,False,25147,12,28,7.89,0.43,898.11
NA1_5270375494,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,240,False,30382,12,40,6.0,0.3,759.55
NA1_5270365601,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,22,True,2273,22,15,1.47,1.47,151.53
NA1_5270349837,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,22,True,14010,77,39,0.56,1.97,359.23
NA1_5269225731,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,34,False,7262,50,27,1.26,1.85,268.96
NA1_5268986826,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,178,False,27525,11,31,5.74,0.35,887.9
NA1_5268971994,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,169,False,14069,14,29,5.83,0.48,485.14
NA1_5266491637,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,False,27,True,10142,61,27,1.0,2.26,375.63
NA1_5266458031,fTBP8d-8wMit6L7kq5RZxCViPuTSwi7vNWiMgfVuv9TbB51CG6pN89cgl4befao6dHm2xxPKHKyOeg,True,52,False,14103,79,30,1.73,2.63,470.1
NA1_5274192464,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,20,True,5558,22,16,1.25,1.38,347.38
NA1_5274154784,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,24,True,4263,27,19,1.26,1.42,224.37
NA1_5274105675,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,277,False,35149,21,46,6.02,0.46,764.11
NA1_5274075948,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,23,False,12330,54,26,0.88,2.08,474.23
NA1_5273653650,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,55,False,11802,62,27,2.04,2.3,437.11
NA1_5273644487,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,258,False,34927,19,31,8.32,0.61,1126.68
NA1_5272886850,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,36,False,13870,59,32,1.12,1.84,433.44
NA1_5271653150,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,64,False,19722,37,29,2.21,1.28,680.07
NA1_5271631704,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,54,True,12085,43,26,2.08,1.65,464.81
NA1_5271614955,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,30,False,11207,30,23,1.3,1.3,487.26
NA1_5271590218,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,212,False,15188,16,27,7.85,0.59,562.52
NA1_5271558349,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,194,True,18577,15,34,5.71,0.44,546.38
NA1_5271522282,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,296,False,35962,16,33,8.97,0.48,1089.76
NA1_5271491800,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,260,False,31839,19,30,8.67,0.63,1061.3
NA1_5268583294,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,True,49,True,24031,71,30,1.63,2.37,801.03
NA1_5268139982,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,48,False,17521,22,29,1.66,0.76,604.17
NA1_5268122257,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,47,False,10423,49,27,1.74,1.81,386.04
NA1_5268081887,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,256,True,35101,21,32,8.0,0.66,1096.91
NA1_5268051369,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,187,False,29696,28,35,5.34,0.8,848.46
NA1_5267839851,mTmdVetLu-69CwKzm5GbjWzEl7EnrQFtvMWWbh5KpFRTjbgsy4d3vYZf4EIz5e0bBnlC3j4Y2KK9Bw,False,241,False,25646,29,29,8.31,1.0,884.34
NA1_5274200092,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,247,False,50098,17,34,7.26,0.5,1473.47
NA1_5274177819,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,47,False,9523,87,26,1.81,3.35,366.27
NA1_5274150066,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,223,False,49541,16,30,7.43,0.53,1651.37
NA1_5274129430,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,24,True,4970,39,18,1.33,2.17,276.11
NA1_5274090616,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,False,277,False,62074,21,37,7.49,0.57,1677.68
NA1_5274044267,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,False,201,False,12755,11,27,7.44,0.41,472.41
NA1_5272962979,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,253,True,41883,19,37,6.84,0.51,1131.97
NA1_5272938291,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,169,False,25948,17,23,7.35,0.74,1128.17
NA1_5272908542,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,False,182,False,26711,14,28,6.5,0.5,953.96
NA1_5272852473,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,274,True,34160,29,30,9.13,0.97,1138.67
NA1_5272760593,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,27,False,9301,80,26,1.04,3.08,357.73
NA1_5272336315,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,False,150,False,20864,25,30,5.0,0.83,695.47
NA1_5272317324,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,186,False,19866,14,22,8.45,0.64,903.0
NA1_5272295061,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,201,False,44400,20,30,6.7,0.67,1480.0
NA1_5272276830,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,False,168,True,9631,12,21,8.0,0.57,458.62
NA1_5272237447,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,False,291,True,37793,34,42,6.93,0.81,899.83
NA1_5271669349,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,False,207,False,30002,18,30,6.9,0.6,1000.07
NA1_5271645686,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,True,242,False,47606,18,36,6.72,0.5,1322.39
NA1_5271622552,kKaQ5ufr1X1bUxnQGtRUvPmGxzjCDV-ntT64qhLzDMXy8dSSUljXPDJWe-BRJXTNwktMW3D0thSRaA,False,238,False,23892,10,28,8.5,0.36,853.29
NA1_5274126813,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,True,25,True,30863,12,25,1.0,0.48,1234.52
NA1_5273949426,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,34,False,19312,15,29,1.17,0.52,665.93
NA1_5273925433,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,24,False,32644,27,32,0.75,0.84,1020.12
NA1_5273900439,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,23,False,11525,12,26,0.88,0.46,443.27
NA1_5273860952,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,True,56,False,37454,20,30,1.87,0.67,1248.47
NA1_5273454303,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,True,21,False,21005,20,30,0.7,0.67,700.17
NA1_5273426719,8zJE8b6pj9U1TvXrbr8Fa9psDuW7jxBmUPYUM5QlIm1PpDd99fDHmc9sg6_qO2xQ3El9V1EC0mnu8g,False,31,False,7943,7,21,1.48,0.33,378.24
